id,Title,URL du logo,URL de site web,Village,Resume,Theme
333,ManageMAINT'Energie,https://www.levillagebyca.com/sites/default/files/2017-11/digital-place.jpg,http://www.digitalplace.fr/index.php/fr/,,,
334,VINCI ENERGIES,https://www.levillagebyca.com/sites/default/files/2017-11/vinci.jpg,http://www.vinci-energies.com,Finistère,Vinci est un groupe français spécialisé dans les métiers des concessions et de la construction.,"Énergie et environnement, Mobilité"
335,GO CAPITAL,https://www.levillagebyca.com/sites/default/files/2019-04/207x161%20Go%20Capital-01.png,http://www.gocapital.fr,Atlantique Vendee,"Société de gestion de fonds d'investissements FCPI et FCPR dédiées aux sociétés innovantes de l'ouest : Bretagne, Pays de la Loire, Haute-Normandie, Basse-Noramndie.",Finance
336,ALTIOS International,https://www.levillagebyca.com/sites/default/files/2019-04/Altios%20International.jpg,http://www.altios.com,Atlantique Vendee,"Créé en 1991, Altios International est spécialisé depuis plus de 26 ans dans le conseil et l'accompagnement opérationnel des entreprises exportatrices à l'international.",
337,Racine AVOCATS,https://www.levillagebyca.com/sites/default/files/2019-04/Racine%20avocats.jpg,http://www.racine.eu,Atlantique Vendee,"Avec ses 31 avocats dont 8 associés, Racine Nantes accompagne ses clients tant en conseil qu’en contentieux dans tous les domaines du droit des affaires auprès d’une clientèle composée de groupes nationaux et internationaux ainsi que de PME.",
338,ELITE ORGANISATION,https://www.levillagebyca.com/sites/default/files/2019-04/EliteOrganisation.jpg,http://www.elite-organisation.fr,Atlantique Vendee,"Élite organisation est un cabinet spécialisé dans l'amélioration des performances et des organisations, intervenant dans tous les secteurs d'activité : industrie, services, logistique, BTP, etc. Élite organisation vous conseille, forme vos équipes et les accompagne dans la mise en œuvre des plans d'amélioration.",
339,Chambre d'agriculture d'Eure-et-Loir,https://www.levillagebyca.com/sites/default/files/2017-11/logo-ca28.png,http://www.centre-valdeloire.chambres-agriculture.fr/chambre-dagriculture-deure…,Châteaudun,"La Chambre d'agriculture est un organisme professionnel à caractère d'établissement public.
Elle a pour vocation, d'une part de représenter les intérêts de l'agriculture et du monde rural, d'autre part de contribuer au développement de ceux-ci.
La Chambre d'agriculture reflète les différentes composantes de l'agriculture : exploitants agricoles, anciens exploitants, salariés, propriétaires fonciers, forestiers, coopératives, banques, caisses d'assurance et de mutualité agricole, syndicalisme.
La Chambre d'agriculture est l’interlocuteur privilégié de l’agriculture et du monde rural auprès des","Agro-Agri, Agriculture, Agriculture et Agroalimentaire"
340,Chambre de Commerce et d'Industrie d'Eure-et-Loir,https://www.levillagebyca.com/sites/default/files/2017-11/cci.jpg,http://www.cci28.fr/,Châteaudun,,
341,Chambre des métiers et de l'Artisanat d'Eure-et-Loir,https://www.levillagebyca.com/sites/default/files/2017-11/cma.png,http://www.cma28.fr/,Châteaudun,,
342,Brittany Ferries,https://www.levillagebyca.com/sites/default/files/2017-11/bai.jpg,http://www.brittany-ferries.fr,Finistère,Brittany Ferries est une compagnie maritime française spécialisée dans le transport de passagers et de véhicules.,Énergie et environnement
343,Crédit Agricole du Finistère,https://www.levillagebyca.com/sites/default/files/2017-11/ca-finistere-v-sign_dessous-rvb-150dpi.jpg,http://www.ca-finistere.fr,Finistère,Le Crédit Agricole du Finistère est l'une des 39 Caisses régionales coopératives et mutualistes.,Finance
344,H2J Développement,https://www.levillagebyca.com/sites/default/files/2017-11/h2j.jpg,http://www.levillagebyca.com,Finistère,Société de fond d'investissement basée à Brest.,Finance
345,Kerhis,https://www.levillagebyca.com/sites/default/files/2018-10/RVB_-Kerhis-Carre-web.jpg,http://www.kerhis.fr,Finistère,Notre partenariat s’inscrit dans notre volonté de renforcer les bénéfices apportés par les nouvelles technologies au profit du secteur agricole.,"Agro-Agri, Agriculture"
346,Moal & Associés,https://www.levillagebyca.com/sites/default/files/2018-10/Xavier%20Moal%20New.png,https://www.moal-associes.com/,Finistère,"Moal et associés, cabine d'avocat, est une éq...",Développement humain et économique
347,Technopôle Brest Iroise,https://www.levillagebyca.com/sites/default/files/2017-11/brest-technopole.jpg,http://www.tech-brest-iroise.fr,Finistère,Le Technopôle est un centre de recherche dont la mission est d’accompagner les projets d’innovation.,"Développement humain et économique, Éducation"
348,TRISKALIA,https://www.levillagebyca.com/sites/default/files/2017-11/triskalia.jpg,https://www.triskalia.fr,Finistère,"Issue de la fusion de trois coopératives agricoles, Triskalia est un acteur majeur du paysage agricole et agroalimentaire en Bretagne.",Domaines d’excellence du groupe Crédit Agricole
349,Argouarch Architectes Associés,https://www.levillagebyca.com/sites/default/files/2017-11/logo-groupe-bellocchio-avec-texte.jpg,http://groupe-bellocchio.fr/,,,
350,INPI,https://www.levillagebyca.com/sites/default/files/2017-11/inpi-1200pxl.jpg,http://www.inpi.fr,Orléans - LAB'O,L'INPI accompagne les innovateurs au quotidien afin de les aider à mieux protéger et valoriser leurs innovations.,
351,Trécobat,https://www.levillagebyca.com/sites/default/files/2018-05/trecobat_baseline_quadri.png,http://www.trecobat.fr,Finistère,Le groupe Trecobat construit depuis 45 ans des solutions de logements individuels pour les particuliers et les professionnels.,"Industrie, Btp"
352,French Tech Brest +,https://www.levillagebyca.com/sites/default/files/2017-11/french-tech.jpg,http://frenchtech-brestplus.bzh,Finistère,Le label French Tech est un outil de mobilisation en France et de rayonnement à l'international.,"Agro-Agri, Agriculture"
353,IN EXTENSO,https://www.levillagebyca.com/sites/default/files/2018-03/In-Extenso-EC-noir.png,https://www.inextenso.fr/Accueil,Finistère,"Le groupe In Extenso, présent sur toute la France, est un regroupement de cabinets d'expertise comptable qui rassemble aujourd'hui plus de 4 700 collaborateurs.

Ce réseau d’expert accompagne de nombreux clients sur des missions de comptabilité, gestion sociale et paie, audit, juridique, fiscalité, gestion, ainsi que sur des actions de création, de gestion et de transmission d'entreprise.",Développement humain et économique
354,ISEN,https://www.levillagebyca.com/sites/default/files/2017-11/isen-web.jpg,http://www.isen.fr,Finistère,"ISEN Brest est une grande école d'ingénieurs des hautes technologies et du numérique, accessible après le bac (école d'ingénieurs en 5 ans).",Éducation
355,Ouest Conseil,https://www.levillagebyca.com/sites/default/files/2017-11/ouest-conseil-web.jpg,http://www.ouestconseils.bzh,Finistère,"Implantée sur la région Bretagne depuis plus de 40 ans, Ouest Conseils est la première entreprise in...",Développement humain et économique
356,Prévision,https://www.levillagebyca.com/sites/default/files/2017-11/prevision.jpg,http://www.emily.fr,Finistère,,"Agro-Agri, Agriculture"
357,Saitel,https://www.levillagebyca.com/sites/default/files/2017-11/logo_saitel_web.jpg,http://www.saitel.fr,Finistère,La société SAITEL est spécialisée dans l'installation de Télécoms intérieurs et extérieurs.,"Industrie, Btp"
358,IMT Atlantique,https://www.levillagebyca.com/sites/default/files/2017-11/imt_atlantique_web.jpg,https://www.imt-atlantique.fr,Finistère,"IMT Atlantique est la grande école de l’Institut Mines Télécom associant le numérique, l’énergie et l’environnement.","Développement humain et économique, Éducation"
359,Crédit Agricole CIB,https://www.levillagebyca.com/sites/default/files/2017-11/aca.png,http://www.ca-cib.fr/,Paris,À propos de Crédit Agricole Corporate & Investment...,
360,OVH,https://www.levillagebyca.com/sites/default/files/2017-11/ovh.png,https://www.ovh.com/fr/,Nord de France,"OVH ne cesse d’innover à la fois dans la conception, le déploiement et la maintenance de ses infrastructures d’hébergement des serveurs.",
361,Sodexo,https://www.levillagebyca.com/sites/default/files/2017-11/sodexo1.jpg,http://www.sodexo.com/,Paris,"« Chez Sodexo, nous pensons que pour créer une val...",
362,Crédit Agricole Normandie-Seine,https://www.levillagebyca.com/sites/default/files/2017-11/cans-sans-signature-recadre-sans-fond.png,https://www.ca-normandie-seine.fr/,Rouen Vallée de Seine,"La caisse régionale de Crédit Agricole mutuel de Normandie-Seine, est l'une des 39 caisses régionales du groupe Crédit agricole.  Implantée sur la Haute-Normandie, elle est née de la fusion des caisses régionales de Seine-Maritime et de l'Eure en 2003.","Industrie, Immobilier, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire, Logement, Santé et bien vieillir, Énergie et environnement, Tourisme, Mer, Autres"
363,PGS GROUP,https://www.levillagebyca.com/sites/default/files/2017-11/pgs-group.jpg,http://www.groupepgs.com/,Rouen Vallée de Seine,Leader français de la palette bois neuve et d'occasion.,"Industrie, Construction, Domaines d’excellence du groupe Crédit Agricole, Autres"
364,GROUPE LHOTELLIER,https://www.levillagebyca.com/sites/default/files/2017-11/lhotellier.jpg,http://www.lhotellier.fr/,Rouen Vallée de Seine,Un groupe familial au service de l'aménagement des territoires et l'amélioration du cadre de vie des habitants.,"Énergie et environnement, Développement durable, Autres, Industrie, Btp, Logement, Construction, Domaines d’excellence du groupe Crédit Agricole, Logement, Énergie et environnement"
365,ODYSSÉE & CIE,https://www.levillagebyca.com/sites/default/files/2019-06/logo%20odysse_0.png,http://www.atome-promoteur.com/,Rouen Vallée de Seine,"UNE SOCIÉTÉ FAMILIALE

ODYSSENIOR & CI est implantée à Rouen. Son capital est détenu par Marc LAUBIES. L’activité de notre entreprise familiale est principalement axée sur la conception, la construction et la gestion d’Etablissements d’Hébergement pour Personnes Agées Dépendantes. (EHPAD)

L’approche patrimoniale, depuis 20 ans, a permis de consolider l’entreprise.",
366,NFactory,https://www.levillagebyca.com/sites/default/files/2017-11/nfactory.png,https://nfactory.io/,Rouen Vallée de Seine,NFactory est un incubateur et accélérateur de start-up et d'entreprises normand.,"Développement humain et économique, Développement Business, Consulting, Domaines d’excellence du groupe Crédit Agricole, Autres"
367,F. INICIATIVAS,https://www.levillagebyca.com/sites/default/files/2018-05/F.%20Iniciativas%20OFFICIEL.png,https://www.f-iniciativas.fr/,Rouen Vallée de Seine,"F. Iniciativas, groupe leader dans l'expertise du financement de l'innovation est constitué de docteurs et d'ingénieurs spécialistes pour vous accompagner sur toutes les phases de financement de l’innovation.","Développement humain et économique, Consulting, Finance, Autres, Domaines d’excellence du groupe Crédit Agricole, Autres"
368,Nexira,https://www.levillagebyca.com/sites/default/files/2017-11/nexira.png,http://www.nexira.com/fr/,Rouen Vallée de Seine,"Fournisseur d’ingrédients naturels et innovants pour les industries agroalimentaires, de la nutrition et de la santé.","Agro-Agri, Agriculture, Food tech, Santé et bien être, Autres, Domaines d’excellence du groupe Crédit Agricole, Agriculture et Agroalimentaire"
